4.298400837958926246e+00,1.371386245905900747e+00,-8.450801708382023492e+00
4.309183073379831086e+00,1.374904636340005259e+00,-8.434043850149212318e+00
4.319313359682262821e+00,1.371386245905900747e+00,-8.437023024946157079e+00
4.318711560495978929e+00,1.377899011177540878e+00,-8.457960003380238234e+00
4.318711560495978929e+00,1.382091135950090921e+00,-8.484276047419911038e+00
4.326534949917658857e+00,1.394068635300233838e+00,-8.480096927218642833e+00
4.328290197544317763e+00,1.397661885105276891e+00,-8.478317697826023291e+00
4.321118757241111830e+00,1.401854009877826934e+00,-8.471118025400073748e+00
4.310336521820206990e+00,1.400057384975305519e+00,-8.474138577624753310e+00
4.314549116124188011e+00,1.395266385235248263e+00,-8.469338796007454206e+00
4.313947316937905008e+00,1.390475385495191007e+00,-8.457960003380238234e+00
4.318159911241886917e+00,1.382091135950090921e+00,-8.442402090551750504e+00
4.313947316937905008e+00,1.374305761372498047e+00,-8.442402090551750504e+00
4.302563282330717165e+00,1.377300136210033665e+00,-8.443022751967781403e+00
4.294188243654945225e+00,1.368990746035872119e+00,-8.437023024946157079e+00
4.295993641213794234e+00,1.354018871848193362e+00,-8.443022751967781403e+00
4.313345517751622005e+00,1.351024497010657743e+00,-8.458580664796267357e+00
4.319915158868545824e+00,1.347431247205614691e+00,-8.461559839593212118e+00
4.325331351545092851e+00,1.343837997400571860e+00,-8.465159675806186002e+00
4.323525953986243842e+00,1.340244747595529029e+00,-8.472938632220429866e+00
4.319915158868545824e+00,1.343239122433064647e+00,-8.464539014390156879e+00
4.313345517751622005e+00,1.354018871848193362e+00,-8.464539014390156879e+00
4.308581274193548083e+00,1.357013246685729202e+00,-8.460359894188886898e+00
4.306775876634699074e+00,1.368990746035872119e+00,-8.459159948784561678e+00
4.298400837958926246e+00,1.370188495970886322e+00,-8.441202145147425284e+00
4.291781046909812325e+00,1.374904636340005259e+00,-8.441202145147425284e+00
4.291781046909812325e+00,1.375503511307512250e+00,-8.443602035956075724e+00
4.294188243654945225e+00,1.370787370938393535e+00,-8.446581210753020486e+00
4.299604436331492252e+00,1.374904636340005259e+00,-8.468759512019159885e+00
4.299604436331492252e+00,1.373706886404990835e+00,-8.478938359242052414e+00
4.301961483144434162e+00,1.369589621003379332e+00,-8.481296872622968053e+00
4.301961483144434162e+00,1.371386245905900747e+00,-8.478317697826023291e+00
4.301961483144434162e+00,1.377300136210033665e+00,-8.471118025400073748e+00
4.292382846096095328e+00,1.373108011437483844e+00,-8.472317970804398968e+00
4.294188243654945225e+00,1.366595246165843491e+00,-8.463339068985831659e+00
4.300757884771868156e+00,1.365397496230829288e+00,-8.456180773987618693e+00
4.304368679889566174e+00,1.363600871328307651e+00,-8.446001926764724388e+00
4.316354513683037020e+00,1.361205371458279245e+00,-8.444801981360400944e+00
4.319915158868545824e+00,1.357612121653236192e+00,-8.455560112571587794e+00
4.327136749103941860e+00,1.367792996100857694e+00,-8.460980555604917797e+00
4.337868834592656597e+00,1.359408746555757608e+00,-8.459159948784561678e+00
4.337868834592656597e+00,1.357612121653236192e+00,-8.451380992370319589e+00
